idx	label	predict	radius	correct	time
0	3	3	0.0117	1	0:00:10.604371
1	8	8	0.0117	1	0:00:10.384551
2	8	8	0.0117	1	0:00:10.429981
3	0	0	0.0117	1	0:00:10.452796
4	6	6	0.0117	1	0:00:10.497196
5	6	6	0.0117	1	0:00:10.514176
6	1	1	0.0117	1	0:00:10.520007
7	6	6	0.0117	1	0:00:10.530191
8	3	3	0.0117	1	0:00:10.550940
9	1	1	0.0117	1	0:00:10.549509
10	0	0	0.0117	1	0:00:10.547959
11	9	9	0.0117	1	0:00:10.566175
12	5	5	0.0117	1	0:00:10.567828
13	7	7	0.0117	1	0:00:10.565174
14	9	9	0.0117	1	0:00:10.578084
15	8	8	0.0117	1	0:00:10.619825
16	5	5	0.0117	1	0:00:10.643453
17	7	7	0.0117	1	0:00:10.611011
18	8	8	0.0117	1	0:00:10.605950
19	6	6	0.0117	1	0:00:10.660675
20	7	7	0.0117	1	0:00:10.631781
21	0	0	0.0117	1	0:00:10.587615
22	4	4	0.0117	1	0:00:10.668555
23	9	9	0.0117	1	0:00:10.641988
24	5	5	0.0117	1	0:00:10.693896
25	2	2	0.0117	1	0:00:10.645615
26	4	4	0.0117	1	0:00:10.658031
27	0	0	0.0117	1	0:00:10.657882
28	9	9	0.0117	1	0:00:10.707130
29	6	6	0.0117	1	0:00:10.683451
30	6	6	0.0117	1	0:00:10.680328
31	5	5	0.0117	1	0:00:10.650119
32	4	4	0.0117	1	0:00:10.693749
33	5	5	0.0117	1	0:00:10.684026
34	9	9	0.0117	1	0:00:10.719924
35	2	2	0.0117	1	0:00:10.683918
36	4	4	0.0117	1	0:00:10.742825
37	1	9	0.0117	0	0:00:10.656823
38	9	9	0.0117	1	0:00:10.676773
39	5	5	0.0117	1	0:00:10.711291
40	4	4	0.0117	1	0:00:10.557519
41	6	6	0.0117	1	0:00:10.570531
42	5	5	0.0117	1	0:00:10.616579
43	6	6	0.0117	1	0:00:10.671016
44	0	0	0.0117	1	0:00:10.619683
45	9	9	0.0117	1	0:00:10.617450
46	3	3	0.0117	1	0:00:10.637402
47	9	0	0.00754	0	0:00:10.669021
48	7	7	0.0117	1	0:00:10.623541
49	6	6	0.0117	1	0:00:10.632631
50	9	9	0.0117	1	0:00:10.643196
51	8	8	0.0117	1	0:00:10.635130
52	0	2	0.00213	0	0:00:10.635215
53	3	3	0.0117	1	0:00:10.650810
54	8	8	0.0117	1	0:00:10.634849
55	8	8	0.0117	1	0:00:10.577394
56	7	7	0.0117	1	0:00:10.654021
57	7	3	0.0117	0	0:00:10.627487
58	4	3	0.0117	0	0:00:10.662598
59	6	6	0.0117	1	0:00:10.632143
60	7	7	0.0117	1	0:00:10.624460
61	3	5	0.0117	0	0:00:10.616410
62	6	6	0.0117	1	0:00:10.662434
63	3	3	0.0117	1	0:00:10.640291
64	6	6	0.0117	1	0:00:10.634254
65	2	2	0.0117	1	0:00:10.640195
66	1	1	0.00627	1	0:00:10.632449
67	2	2	0.0117	1	0:00:10.610238
68	3	6	0.0117	0	0:00:10.625077
69	7	7	0.0117	1	0:00:10.636856
70	2	2	0.0117	1	0:00:10.626966
71	6	6	0.0117	1	0:00:10.663673
72	8	8	0.0117	1	0:00:10.629365
73	8	8	0.0117	1	0:00:10.614290
74	0	0	0.0117	1	0:00:10.631279
75	2	2	0.0117	1	0:00:10.635876
76	9	9	0.0117	1	0:00:10.616403
77	3	3	0.0117	1	0:00:10.658544
78	3	3	0.0117	1	0:00:10.635190
79	8	8	0.0117	1	0:00:10.607519
80	8	8	0.0117	1	0:00:10.644529
81	1	1	0.0117	1	0:00:10.642762
82	1	1	0.0117	1	0:00:10.634768
83	7	7	0.0117	1	0:00:10.639811
84	2	2	0.0117	1	0:00:10.633717
85	5	5	0.0107	1	0:00:10.647394
86	2	2	0.00899	1	0:00:10.657165
87	7	7	0.0117	1	0:00:10.617131
88	8	8	0.0117	1	0:00:10.658978
89	9	9	0.0117	1	0:00:10.628536
90	0	0	0.0117	1	0:00:10.633349
91	3	3	0.0117	1	0:00:10.656114
92	8	8	0.0117	1	0:00:10.656372
93	6	6	0.0117	1	0:00:10.634639
94	4	4	0.0117	1	0:00:10.636964
95	6	6	0.0117	1	0:00:10.644554
96	6	6	0.0117	1	0:00:10.658051
97	0	0	0.0117	1	0:00:10.603016
98	0	0	0.0117	1	0:00:10.643851
99	7	7	0.0117	1	0:00:10.644177
100	4	4	0.0117	1	0:00:10.649697
101	5	5	0.0117	1	0:00:10.661696
102	6	6	0.0117	1	0:00:10.613711
103	3	3	0.0117	1	0:00:10.666796
104	1	1	0.0117	1	0:00:10.656991
105	1	1	0.0117	1	0:00:10.624944
106	3	3	0.0117	1	0:00:10.635001
107	6	6	0.0117	1	0:00:10.636931
108	8	8	0.0117	1	0:00:10.643633
109	7	7	0.0117	1	0:00:10.661469
110	4	4	0.0117	1	0:00:10.634404
111	0	0	0.0117	1	0:00:10.663204
112	6	6	0.0117	1	0:00:10.621296
113	2	2	0.0117	1	0:00:10.659955
114	1	1	0.0117	1	0:00:10.645093
115	3	3	0.0117	1	0:00:10.659778
116	0	0	0.0117	1	0:00:10.651468
117	4	4	0.0117	1	0:00:10.664839
118	2	6	0.0117	0	0:00:10.603272
119	7	7	0.0117	1	0:00:10.661826
120	8	8	0.0117	1	0:00:10.629228
121	3	3	0.0117	1	0:00:10.615747
122	1	1	0.0117	1	0:00:10.660391
123	2	2	0.0117	1	0:00:10.622753
124	8	8	0.0117	1	0:00:10.631133
125	0	2	0.0117	0	0:00:10.678758
126	8	8	0.0117	1	0:00:10.639703
127	3	3	0.0042	1	0:00:10.670972
128	5	3	0.0117	0	0:00:10.642685
129	2	2	0.0117	1	0:00:10.662855
130	4	4	0.0117	1	0:00:10.633607
131	1	1	0.0117	1	0:00:10.665602
132	8	8	0.0117	1	0:00:10.660212
133	9	9	0.0117	1	0:00:10.659355
134	1	1	0.0117	1	0:00:10.627781
135	2	2	0.0117	1	0:00:10.643947
136	9	9	0.0117	1	0:00:10.720820
137	7	7	0.0117	1	0:00:10.632951
138	2	2	0.0117	1	0:00:10.652915
139	9	9	0.0117	1	0:00:10.652036
140	6	6	0.00369	1	0:00:10.652900
141	5	5	0.0117	1	0:00:10.636697
142	6	6	0.0117	1	0:00:10.655341
143	3	3	0.0117	1	0:00:10.676370
144	8	8	0.0117	1	0:00:10.683361
145	7	-1	0.0	0	0:00:10.666179
146	6	6	0.0117	1	0:00:10.628338
147	2	3	0.0117	0	0:00:10.647761
148	5	5	0.0117	1	0:00:10.664002
