idx	label	predict	radius	correct	time
0	3	9	0.333	0	0:00:08.601463
1	8	7	0.831	0	0:00:08.615371
2	8	9	0.0332	0	0:00:08.630833
3	0	7	0.357	0	0:00:08.638222
4	6	9	1.05	0	0:00:08.647265
5	6	9	0.502	0	0:00:08.669421
6	1	7	0.147	0	0:00:08.679766
7	6	9	0.655	0	0:00:08.683414
8	3	9	0.603	0	0:00:08.683278
9	1	7	0.223	0	0:00:08.726000
10	0	9	0.624	0	0:00:08.735287
11	9	7	0.118	0	0:00:08.745647
12	5	9	0.606	0	0:00:08.750952
13	7	7	0.527	1	0:00:08.759726
14	9	7	0.0972	0	0:00:08.767318
15	8	-1	0.0	0	0:00:08.776611
16	5	9	0.503	0	0:00:08.768695
17	7	9	0.851	0	0:00:08.768111
18	8	7	1.01	0	0:00:08.769083
19	6	9	0.712	0	0:00:08.775740
20	7	7	0.495	1	0:00:08.782713
21	0	7	0.205	0	0:00:08.780096
22	4	9	0.566	0	0:00:08.794991
23	9	9	0.035	1	0:00:08.790060
24	5	-1	0.0	0	0:00:08.782018
25	2	7	0.237	0	0:00:08.784474
26	4	9	0.738	0	0:00:08.786020
27	0	-1	0.0	0	0:00:08.799845
28	9	-1	0.0	0	0:00:08.786077
29	6	9	0.552	0	0:00:08.779466
30	6	9	0.0765	0	0:00:08.798474
31	5	9	0.671	0	0:00:08.782975
32	4	9	0.864	0	0:00:08.804675
33	5	9	0.639	0	0:00:08.787053
34	9	7	0.0943	0	0:00:08.780366
35	2	9	0.454	0	0:00:08.804340
36	4	9	0.482	0	0:00:08.801667
37	1	7	0.591	0	0:00:08.800210
38	9	7	0.076	0	0:00:08.788332
39	5	9	0.673	0	0:00:08.805766
40	4	7	0.0249	0	0:00:08.786278
41	6	9	0.271	0	0:00:08.794360
42	5	7	0.342	0	0:00:08.810095
43	6	9	1.12	0	0:00:08.781399
44	0	7	0.332	0	0:00:08.799963
45	9	7	0.0847	0	0:00:08.803469
46	3	9	1.12	0	0:00:08.800981
47	9	9	0.689	1	0:00:08.794753
48	7	9	0.84	0	0:00:08.793687
49	6	9	0.597	0	0:00:08.803800
50	9	7	0.672	0	0:00:08.784693
51	8	9	0.082	0	0:00:08.806076
52	0	9	0.653	0	0:00:08.802582
53	3	9	0.422	0	0:00:08.809963
54	8	7	0.492	0	0:00:08.822534
55	8	9	0.217	0	0:00:08.805875
56	7	9	0.251	0	0:00:08.806277
57	7	9	0.446	0	0:00:08.805289
58	4	9	0.52	0	0:00:08.801026
59	6	9	0.688	0	0:00:08.809707
60	7	9	0.501	0	0:00:08.808223
61	3	9	1.34	0	0:00:08.810606
62	6	-1	0.0	0	0:00:08.802555
63	3	7	0.765	0	0:00:08.809690
64	6	9	0.433	0	0:00:08.808118
65	2	9	0.615	0	0:00:08.815717
66	1	7	0.304	0	0:00:08.794977
67	2	-1	0.0	0	0:00:08.804421
68	3	9	0.22	0	0:00:08.812989
69	7	7	0.545	1	0:00:08.799244
70	2	9	0.505	0	0:00:08.807704
71	6	9	0.956	0	0:00:08.807243
72	8	9	0.275	0	0:00:08.808525
73	8	9	0.673	0	0:00:08.803990
74	0	7	0.647	0	0:00:08.803940
75	2	9	0.503	0	0:00:08.806037
76	9	-1	0.0	0	0:00:08.802741
77	3	9	0.589	0	0:00:08.803211
78	3	9	0.628	0	0:00:08.814983
79	8	7	0.491	0	0:00:08.801150
80	8	-1	0.0	0	0:00:08.811689
81	1	7	0.097	0	0:00:08.805981
82	1	9	0.518	0	0:00:08.801764
83	7	9	0.214	0	0:00:08.785477
84	2	9	0.167	0	0:00:08.797172
85	5	7	0.13	0	0:00:08.791981
86	2	7	0.243	0	0:00:08.791093
87	7	7	0.763	1	0:00:08.780294
88	8	-1	0.0	0	0:00:08.793478
89	9	9	0.103	1	0:00:08.786436
90	0	9	0.236	0	0:00:08.773369
91	3	9	0.737	0	0:00:08.785755
92	8	7	0.313	0	0:00:08.795140
93	6	7	0.385	0	0:00:08.780001
94	4	9	0.314	0	0:00:08.776842
95	6	9	0.684	0	0:00:08.786251
96	6	9	0.586	0	0:00:08.792617
97	0	9	0.85	0	0:00:08.772353
98	0	7	0.21	0	0:00:08.784103
99	7	9	0.0126	0	0:00:08.773232
100	4	9	0.946	0	0:00:08.772123
101	5	9	1.23	0	0:00:08.774587
102	6	9	0.584	0	0:00:08.772270
103	3	9	0.213	0	0:00:08.771305
104	1	9	0.489	0	0:00:08.770515
105	1	7	0.941	0	0:00:08.771893
106	3	9	0.543	0	0:00:08.772456
107	6	9	0.464	0	0:00:08.769132
108	8	9	0.545	0	0:00:08.775217
109	7	9	0.3	0	0:00:08.766680
110	4	9	0.275	0	0:00:08.763091
111	0	9	0.42	0	0:00:08.778647
112	6	7	0.119	0	0:00:08.770581
113	2	9	0.663	0	0:00:08.761050
114	1	9	0.0453	0	0:00:08.771619
115	3	7	0.341	0	0:00:08.774497
116	0	9	0.561	0	0:00:08.781670
117	4	7	0.305	0	0:00:08.762030
118	2	9	0.473	0	0:00:08.763947
119	7	9	0.485	0	0:00:08.766044
120	8	7	0.0705	0	0:00:08.774354
121	3	9	1.54	0	0:00:08.768991
122	1	9	0.149	0	0:00:08.764483
123	2	-1	0.0	0	0:00:08.774288
124	8	7	0.0382	0	0:00:08.773300
125	0	9	0.233	0	0:00:08.763277
126	8	9	0.526	0	0:00:08.767421
127	3	9	0.663	0	0:00:08.770004
128	5	9	1.19	0	0:00:08.760239
129	2	9	0.622	0	0:00:08.769989
130	4	9	0.781	0	0:00:08.773153
131	1	7	0.426	0	0:00:08.770218
132	8	9	0.0853	0	0:00:08.761941
133	9	9	0.169	1	0:00:08.760407
134	1	9	0.785	0	0:00:08.762225
135	2	9	0.561	0	0:00:08.770170
136	9	7	0.426	0	0:00:08.773244
137	7	9	0.0498	0	0:00:08.762924
138	2	9	0.641	0	0:00:08.756123
139	9	7	0.175	0	0:00:08.777602
140	6	9	0.603	0	0:00:08.757416
141	5	7	0.495	0	0:00:08.766650
142	6	9	0.713	0	0:00:08.761859
143	3	9	0.666	0	0:00:08.771428
144	8	7	0.568	0	0:00:08.764378
145	7	9	0.14	0	0:00:08.772362
146	6	9	0.722	0	0:00:08.769552
147	2	7	0.317	0	0:00:08.765557
148	5	9	0.491	0	0:00:08.762033
149	2	7	0.00802	0	0:00:08.768857
150	8	7	0.451	0	0:00:08.765070
151	9	7	0.663	0	0:00:08.764709
152	6	9	0.413	0	0:00:08.765373
153	0	-1	0.0	0	0:00:08.768713
154	0	9	1.25	0	0:00:08.763171
155	5	9	1.06	0	0:00:08.762185
156	2	9	0.586	0	0:00:08.759574
157	9	7	0.44	0	0:00:08.774592
158	5	9	0.844	0	0:00:08.769354
159	4	9	0.515	0	0:00:08.761957
160	2	9	0.386	0	0:00:08.765628
161	1	9	0.644	0	0:00:08.762690
162	6	7	0.0968	0	0:00:08.762464
163	6	9	0.586	0	0:00:08.770386
164	8	7	0.145	0	0:00:08.759928
165	4	9	0.188	0	0:00:08.764937
166	8	-1	0.0	0	0:00:08.765250
167	4	9	0.769	0	0:00:08.763080
168	5	9	0.389	0	0:00:08.768278
169	0	7	0.36	0	0:00:08.759597
170	9	7	0.365	0	0:00:08.773325
171	9	7	0.0202	0	0:00:08.762215
172	9	9	0.573	1	0:00:08.774783
173	8	9	0.296	0	0:00:08.773415
174	9	9	0.177	1	0:00:08.763961
175	9	7	0.669	0	0:00:08.765687
176	3	9	0.813	0	0:00:08.765984
177	7	9	0.559	0	0:00:08.765376
178	5	9	0.843	0	0:00:08.770231
179	0	-1	0.0	0	0:00:08.750858
180	0	7	0.307	0	0:00:08.763627
181	5	9	0.237	0	0:00:08.764061
182	2	9	0.16	0	0:00:08.769086
183	2	9	0.716	0	0:00:08.761938
184	3	9	0.399	0	0:00:08.760500
185	8	9	0.758	0	0:00:08.774258
186	6	9	0.31	0	0:00:08.762871
187	3	9	0.387	0	0:00:08.765574
188	4	7	0.33	0	0:00:08.762386
189	0	7	0.693	0	0:00:08.758873
190	5	7	0.296	0	0:00:08.763222
191	8	9	0.772	0	0:00:08.765321
192	0	7	0.302	0	0:00:08.774348
193	1	9	0.881	0	0:00:08.768599
194	7	9	0.718	0	0:00:08.764385
195	2	9	0.769	0	0:00:08.758220
196	8	-1	0.0	0	0:00:08.763906
197	8	7	0.0975	0	0:00:08.767084
198	7	9	0.498	0	0:00:08.773463
199	8	9	0.756	0	0:00:08.761288
200	5	-1	0.0	0	0:00:08.771425
201	1	7	0.31	0	0:00:08.766456
202	8	9	0.3	0	0:00:08.762565
203	7	9	0.33	0	0:00:08.768294
204	1	9	0.0534	0	0:00:08.768044
205	3	9	0.692	0	0:00:08.776135
206	0	9	0.165	0	0:00:08.759872
207	5	9	0.352	0	0:00:08.762969
208	7	9	0.326	0	0:00:08.768827
209	9	7	0.189	0	0:00:08.763540
210	7	9	0.519	0	0:00:08.773404
211	4	7	0.293	0	0:00:08.766287
212	5	7	0.231	0	0:00:08.764675
213	9	9	0.158	1	0:00:08.770311
214	8	9	0.3	0	0:00:08.760606
215	0	9	0.232	0	0:00:08.759277
216	7	7	0.359	1	0:00:08.766151
217	9	7	0.0668	0	0:00:08.761960
218	8	9	0.166	0	0:00:08.769055
219	2	9	0.49	0	0:00:08.757608
220	7	9	0.211	0	0:00:08.773416
221	6	9	0.997	0	0:00:08.766389
222	9	7	0.09	0	0:00:08.767451
223	4	9	0.466	0	0:00:08.768227
224	3	7	0.281	0	0:00:08.762356
225	9	7	0.399	0	0:00:08.769047
226	6	9	0.429	0	0:00:08.771266
227	4	9	0.611	0	0:00:08.764872
228	7	9	0.719	0	0:00:08.759599
229	6	9	0.273	0	0:00:08.767771
230	5	9	0.657	0	0:00:08.760555
231	1	7	0.246	0	0:00:08.773102
232	5	7	0.31	0	0:00:08.763411
233	8	9	0.805	0	0:00:08.769744
234	8	7	0.116	0	0:00:08.758319
235	0	9	0.337	0	0:00:08.759875
236	4	9	0.495	0	0:00:08.770662
237	0	7	1.05	0	0:00:08.762204
238	5	9	0.223	0	0:00:08.766354
239	5	9	0.368	0	0:00:08.768134
240	1	7	0.346	0	0:00:08.776541
241	1	-1	0.0	0	0:00:08.765595
242	8	9	0.178	0	0:00:08.758581
243	9	7	0.532	0	0:00:08.770933
244	0	9	0.19	0	0:00:08.761141
245	3	9	0.701	0	0:00:08.768524
246	1	9	0.619	0	0:00:08.761731
247	9	7	0.0222	0	0:00:08.762912
248	2	9	0.476	0	0:00:08.766382
249	2	7	0.239	0	0:00:08.769245
250	5	9	0.507	0	0:00:08.764805
251	3	9	0.214	0	0:00:08.769622
252	9	7	0.0808	0	0:00:08.764974
253	9	9	0.375	1	0:00:08.764137
254	4	9	0.17	0	0:00:08.760918
255	0	9	0.307	0	0:00:08.765392
256	3	9	0.701	0	0:00:08.768268
257	0	7	0.92	0	0:00:08.771645
258	0	7	0.203	0	0:00:08.768436
259	9	9	1.05	1	0:00:08.773751
260	8	9	0.731	0	0:00:08.767098
261	1	9	0.182	0	0:00:08.766392
262	5	-1	0.0	0	0:00:08.774403
263	7	9	0.316	0	0:00:08.774196
264	0	7	0.146	0	0:00:08.771800
265	8	7	0.496	0	0:00:08.774313
266	2	-1	0.0	0	0:00:08.768295
267	4	9	0.612	0	0:00:08.764683
268	7	9	0.29	0	0:00:08.761523
269	0	9	0.518	0	0:00:08.770488
270	2	9	0.997	0	0:00:08.762066
271	3	9	0.649	0	0:00:08.774940
272	6	9	0.384	0	0:00:08.759387
273	3	-1	0.0	0	0:00:08.772781
274	8	7	0.202	0	0:00:08.770260
275	5	9	0.689	0	0:00:08.766029
276	0	7	0.427	0	0:00:08.766016
277	3	9	0.0925	0	0:00:08.762004
278	4	9	0.207	0	0:00:08.762070
279	3	9	0.501	0	0:00:08.778209
280	9	7	0.431	0	0:00:08.767516
281	0	9	0.0308	0	0:00:08.769989
282	6	9	0.74	0	0:00:08.764444
283	1	9	0.086	0	0:00:08.771801
284	0	7	0.193	0	0:00:08.775075
285	9	9	0.36	1	0:00:08.761263
286	1	9	0.146	0	0:00:08.765114
287	0	9	0.248	0	0:00:08.766066
288	7	7	0.146	1	0:00:08.761087
289	9	7	0.363	0	0:00:08.773017
290	1	7	0.000735	0	0:00:08.770969
291	2	9	0.738	0	0:00:08.761650
292	6	9	0.696	0	0:00:08.775127
293	9	9	0.0132	1	0:00:08.765432
294	3	7	0.137	0	0:00:08.766902
295	4	9	0.439	0	0:00:08.770083
296	6	9	0.983	0	0:00:08.767980
297	0	7	0.526	0	0:00:08.767866
298	0	7	0.198	0	0:00:08.763288
299	6	9	0.614	0	0:00:08.771688
300	6	9	0.496	0	0:00:08.773303
301	6	9	0.506	0	0:00:08.770525
302	3	9	0.74	0	0:00:08.764117
303	2	9	0.123	0	0:00:08.776309
304	6	9	0.707	0	0:00:08.759555
305	1	7	0.797	0	0:00:08.765937
306	8	9	0.0627	0	0:00:08.765419
307	2	9	0.562	0	0:00:08.771677
308	1	7	0.11	0	0:00:08.771598
309	6	9	0.818	0	0:00:08.767916
310	8	9	0.151	0	0:00:08.765045
311	6	9	0.466	0	0:00:08.771785
312	8	9	0.576	0	0:00:08.760934
313	0	9	0.0709	0	0:00:08.768337
314	4	9	0.686	0	0:00:08.773420
315	0	9	0.128	0	0:00:08.761634
316	7	9	0.212	0	0:00:08.772837
317	7	9	0.625	0	0:00:08.765211
318	5	9	1.01	0	0:00:08.768117
319	5	9	0.692	0	0:00:08.769974
320	3	9	1.02	0	0:00:08.760296
321	5	9	0.51	0	0:00:08.770194
322	2	9	0.523	0	0:00:08.768746
323	3	9	0.703	0	0:00:08.770504
324	4	9	0.6	0	0:00:08.766126
325	1	7	0.107	0	0:00:08.767275
326	7	9	0.552	0	0:00:08.765252
327	5	9	0.719	0	0:00:08.780288
328	4	9	0.338	0	0:00:08.761833
329	6	9	0.397	0	0:00:08.761106
330	1	9	0.939	0	0:00:08.782643
331	9	7	0.71	0	0:00:08.778584
332	3	9	0.374	0	0:00:08.767770
333	6	9	1.04	0	0:00:08.767823
334	6	9	0.197	0	0:00:08.761757
335	9	7	0.103	0	0:00:08.772907
336	3	9	0.774	0	0:00:08.778309
337	8	7	0.137	0	0:00:08.770504
338	0	9	0.0649	0	0:00:08.771389
339	7	7	0.134	1	0:00:08.765432
340	2	9	0.788	0	0:00:08.767965
341	6	9	0.139	0	0:00:08.782388
342	2	9	0.617	0	0:00:08.767325
343	5	9	0.817	0	0:00:08.770638
344	8	7	0.164	0	0:00:08.766868
345	5	9	0.341	0	0:00:08.765897
346	4	9	0.89	0	0:00:08.774606
347	6	9	0.925	0	0:00:08.770783
348	8	9	0.783	0	0:00:08.763173
349	9	7	0.344	0	0:00:08.764663
350	9	9	0.162	1	0:00:08.764758
351	1	9	0.59	0	0:00:08.765359
352	0	7	0.704	0	0:00:08.770653
353	2	7	0.363	0	0:00:08.761852
354	2	9	0.937	0	0:00:08.775980
355	7	-1	0.0	0	0:00:08.777196
356	3	9	0.72	0	0:00:08.766716
357	2	9	0.669	0	0:00:08.762540
358	8	7	0.376	0	0:00:08.761110
359	0	7	0.771	0	0:00:08.774859
360	9	9	0.518	1	0:00:08.773513
361	5	-1	0.0	0	0:00:08.763653
362	8	7	0.0538	0	0:00:08.769105
363	1	9	0.198	0	0:00:08.771356
364	9	9	0.0986	1	0:00:08.757805
365	4	7	0.97	0	0:00:08.767532
366	1	9	0.137	0	0:00:08.759555
367	3	9	0.154	0	0:00:08.764966
368	8	9	1.03	0	0:00:08.769442
369	1	9	0.579	0	0:00:08.762546
370	4	9	0.497	0	0:00:08.775965
371	7	7	1.0	1	0:00:08.773638
372	9	7	0.472	0	0:00:08.763313
373	4	-1	0.0	0	0:00:08.765965
374	2	7	0.222	0	0:00:08.760023
375	7	9	0.188	0	0:00:08.765952
376	0	7	0.96	0	0:00:08.765720
377	7	9	0.226	0	0:00:08.766252
