idx	label	predict	radius	correct	time
0	3	3	0.0313	1	0:00:10.538716
1	8	8	0.0313	1	0:00:10.588770
2	8	8	0.0313	1	0:00:10.662549
3	0	0	0.0313	1	0:00:10.907462
4	6	6	0.0313	1	0:00:11.045484
5	6	6	0.0313	1	0:00:11.102700
6	1	1	0.0313	1	0:00:11.389597
7	6	6	0.0313	1	0:00:11.232324
8	3	3	0.019	1	0:00:11.280708
9	1	1	0.0313	1	0:00:11.247268
10	0	0	0.0313	1	0:00:11.411039
11	9	9	0.0313	1	0:00:11.237684
12	5	5	0.0313	1	0:00:11.386175
13	7	7	0.0313	1	0:00:11.232191
14	9	9	0.0313	1	0:00:11.093845
15	8	8	0.0199	1	0:00:11.115668
16	5	5	0.0313	1	0:00:11.309967
17	7	7	0.0313	1	0:00:11.319440
18	8	8	0.0313	1	0:00:11.275748
19	6	6	0.0313	1	0:00:11.287951
20	7	7	0.0313	1	0:00:11.270340
21	0	0	0.0313	1	0:00:11.189037
22	4	4	0.0313	1	0:00:11.279467
23	9	9	0.0313	1	0:00:11.304487
24	5	5	0.0313	1	0:00:11.133301
25	2	2	0.0313	1	0:00:11.319512
26	4	4	0.0313	1	0:00:11.275688
27	0	0	0.0313	1	0:00:11.429167
28	9	9	0.0313	1	0:00:11.183415
29	6	6	0.0313	1	0:00:11.266515
30	6	6	0.0313	1	0:00:11.450380
31	5	5	0.0313	1	0:00:11.280639
32	4	4	0.0313	1	0:00:11.422779
33	5	5	0.0313	1	0:00:11.123091
34	9	9	0.0313	1	0:00:11.267621
35	2	2	0.0279	1	0:00:11.423453
36	4	4	0.0313	1	0:00:11.280495
37	1	9	0.0174	0	0:00:11.180575
38	9	9	0.0313	1	0:00:11.431570
39	5	5	0.0313	1	0:00:11.109078
40	4	4	0.0313	1	0:00:11.274074
41	6	6	0.0313	1	0:00:11.374468
42	5	5	0.0257	1	0:00:11.287879
43	6	6	0.0313	1	0:00:11.145011
44	0	0	0.0313	1	0:00:11.237212
45	9	9	0.0313	1	0:00:11.210723
46	3	3	0.0313	1	0:00:11.259084
47	9	0	0.00171	0	0:00:11.289103
48	7	7	0.0313	1	0:00:11.157236
49	6	6	0.0313	1	0:00:11.404534
50	9	9	0.0313	1	0:00:11.282790
51	8	8	0.0313	1	0:00:11.388777
52	0	2	0.00368	0	0:00:11.468458
53	3	3	0.0313	1	0:00:11.234878
54	8	8	0.0313	1	0:00:11.434331
55	8	8	0.0313	1	0:00:11.384830
56	7	7	0.0207	1	0:00:11.447457
57	7	3	0.0306	0	0:00:11.407879
58	4	3	0.0313	0	0:00:11.354646
59	6	6	0.0279	1	0:00:11.289901
60	7	7	0.0313	1	0:00:11.212373
61	3	5	0.0313	0	0:00:11.440117
62	6	6	0.0313	1	0:00:11.162437
63	3	3	0.0313	1	0:00:11.384488
64	6	6	0.0313	1	0:00:11.279981
65	2	2	0.0313	1	0:00:11.319428
66	1	1	0.00529	1	0:00:11.282265
67	2	2	0.0313	1	0:00:11.303721
68	3	6	0.0313	0	0:00:11.443529
69	7	7	0.0313	1	0:00:11.226873
70	2	2	0.0313	1	0:00:11.428105
71	6	6	0.0313	1	0:00:11.268986
72	8	8	0.0313	1	0:00:11.394817
73	8	8	0.0313	1	0:00:11.242134
74	0	0	0.0272	1	0:00:11.377809
75	2	2	0.0313	1	0:00:11.283630
76	9	9	0.0313	1	0:00:11.399826
77	3	3	0.0313	1	0:00:11.413650
78	3	3	0.0263	1	0:00:11.389384
79	8	8	0.0313	1	0:00:11.361968
80	8	8	0.0313	1	0:00:11.428130
81	1	1	0.0313	1	0:00:11.456413
