idx	label	predict	radius	correct	time
0	3	6	0.0288	0	0:00:10.603973
1	8	1	0.0466	0	0:00:10.649325
2	8	-1	0.0	0	0:00:10.694178
3	0	0	0.0818	1	0:00:10.724944
4	6	6	0.254	1	0:00:10.740846
5	6	6	0.313	1	0:00:10.759769
6	1	1	0.225	1	0:00:10.759166
7	6	6	0.169	1	0:00:10.772687
8	3	6	0.0858	0	0:00:10.769886
9	1	-1	0.0	0	0:00:10.781771
10	0	6	0.111	0	0:00:10.780329
11	9	9	0.259	1	0:00:10.778042
12	5	6	0.21	0	0:00:10.793096
13	7	6	0.122	0	0:00:10.780699
14	9	9	0.112	1	0:00:10.791335
15	8	6	0.185	0	0:00:10.787798
16	5	6	0.0897	0	0:00:10.803022
17	7	-1	0.0	0	0:00:10.802115
18	8	8	0.165	1	0:00:10.796170
19	6	6	0.313	1	0:00:10.796653
20	7	6	0.0275	0	0:00:10.791322
21	0	2	0.00863	0	0:00:10.794316
22	4	6	0.0539	0	0:00:10.795531
23	9	9	0.313	1	0:00:10.804727
24	5	6	0.0277	0	0:00:10.797354
25	2	2	0.0866	1	0:00:10.792687
26	4	6	0.0351	0	0:00:10.805416
27	0	6	0.066	0	0:00:10.805977
28	9	9	0.0441	1	0:00:10.804452
29	6	6	0.313	1	0:00:10.784585
30	6	6	0.313	1	0:00:10.797816
31	5	6	0.152	0	0:00:10.803042
32	4	-1	0.0	0	0:00:10.799796
33	5	6	0.117	0	0:00:10.804667
34	9	9	0.0428	1	0:00:10.799170
35	2	6	0.0816	0	0:00:10.798977
36	4	4	0.0611	1	0:00:10.805261
37	1	9	0.0834	0	0:00:10.803881
38	9	9	0.313	1	0:00:10.799231
39	5	6	0.0339	0	0:00:10.814357
40	4	-1	0.0	0	0:00:10.807369
41	6	6	0.313	1	0:00:10.794381
42	5	-1	0.0	0	0:00:10.802340
43	6	6	0.306	1	0:00:10.794254
44	0	0	0.267	1	0:00:10.787014
45	9	9	0.313	1	0:00:10.801661
46	3	6	0.179	0	0:00:10.809171
47	9	9	0.0355	1	0:00:10.803087
48	7	4	0.0532	0	0:00:10.802457
49	6	6	0.167	1	0:00:10.790494
50	9	6	0.00733	0	0:00:10.801568
51	8	6	0.0923	0	0:00:10.796888
52	0	6	0.165	0	0:00:10.799859
53	3	6	0.26	0	0:00:10.793841
54	8	8	0.145	1	0:00:10.797920
55	8	6	0.184	0	0:00:10.803161
56	7	6	0.111	0	0:00:10.797176
57	7	4	0.0638	0	0:00:10.791885
58	4	6	0.146	0	0:00:10.794071
59	6	6	0.139	1	0:00:10.800143
60	7	4	0.092	0	0:00:10.793291
61	3	6	0.187	0	0:00:10.808194
62	6	6	0.313	1	0:00:10.796652
63	3	-1	0.0	0	0:00:10.800318
64	6	6	0.306	1	0:00:10.807059
65	2	6	0.225	0	0:00:10.798138
66	1	1	0.016	1	0:00:10.800962
67	2	2	0.0907	1	0:00:10.795198
68	3	6	0.249	0	0:00:10.800965
69	7	6	0.165	0	0:00:10.803565
70	2	6	0.143	0	0:00:10.793004
71	6	6	0.306	1	0:00:10.801173
72	8	6	0.128	0	0:00:10.801167
73	8	6	0.0727	0	0:00:10.798220
74	0	6	0.216	0	0:00:10.801745
75	2	2	0.129	1	0:00:10.801805
76	9	-1	0.0	0	0:00:10.808110
77	3	6	0.0441	0	0:00:10.816084
78	3	6	0.285	0	0:00:10.800522
79	8	8	0.0426	1	0:00:10.789019
80	8	-1	0.0	0	0:00:10.801880
81	1	1	0.276	1	0:00:10.782195
82	1	1	0.128	1	0:00:10.791907
83	7	4	0.00115	0	0:00:10.801274
84	2	6	0.0913	0	0:00:10.811413
85	5	6	0.0284	0	0:00:10.802212
86	2	-1	0.0	0	0:00:10.811404
87	7	6	0.0959	0	0:00:10.800379
88	8	8	0.0293	1	0:00:10.795786
89	9	9	0.243	1	0:00:10.804451
90	0	0	0.0101	1	0:00:10.802836
91	3	6	0.262	0	0:00:10.804143
92	8	-1	0.0	0	0:00:10.790753
93	6	6	0.301	1	0:00:10.802073
94	4	6	0.165	0	0:00:10.804441
95	6	6	0.313	1	0:00:10.798781
96	6	6	0.313	1	0:00:10.798423
97	0	6	0.228	0	0:00:10.801545
98	0	0	0.313	1	0:00:10.800934
99	7	-1	0.0	0	0:00:10.820109
100	4	6	0.00278	0	0:00:10.824853
101	5	6	0.0976	0	0:00:10.808021
102	6	6	0.313	1	0:00:10.796695
103	3	6	0.0506	0	0:00:10.807374
104	1	1	0.265	1	0:00:10.804457
105	1	1	0.292	1	0:00:10.800224
106	3	6	0.112	0	0:00:10.807628
