idx	label	predict	radius	correct	time
0	3	6	3.13	0	0:00:10.681457
1	8	6	3.01	0	0:00:10.740664
2	8	6	2.86	0	0:00:10.791993
3	0	6	3.13	0	0:00:10.830987
4	6	6	2.86	1	0:00:10.837370
5	6	6	3.01	1	0:00:10.848949
6	1	6	2.95	0	0:00:10.858481
7	6	6	2.83	1	0:00:10.867478
8	3	6	2.9	0	0:00:10.880934
9	1	6	3.06	0	0:00:10.905886
10	0	6	3.01	0	0:00:10.937918
11	9	6	2.97	0	0:00:10.929808
12	5	6	3.01	0	0:00:10.934297
13	7	6	2.68	0	0:00:10.951790
14	9	6	3.01	0	0:00:10.921174
15	8	6	2.92	0	0:00:11.002791
16	5	6	2.85	0	0:00:11.047619
17	7	6	2.86	0	0:00:11.067953
18	8	6	2.8	0	0:00:11.070997
19	6	6	2.86	1	0:00:11.097267
20	7	6	2.58	0	0:00:11.043948
21	0	6	2.5	0	0:00:11.083797
22	4	6	2.86	0	0:00:11.025037
23	9	6	3.13	0	0:00:11.086797
24	5	6	2.62	0	0:00:11.177586
25	2	6	2.82	0	0:00:11.184146
26	4	6	3.06	0	0:00:11.128931
27	0	6	2.95	0	0:00:11.139278
28	9	6	2.92	0	0:00:11.030748
29	6	6	3.06	1	0:00:11.002121
30	6	6	2.97	1	0:00:11.028808
31	5	6	3.13	0	0:00:10.990499
32	4	6	3.13	0	0:00:11.099792
33	5	6	2.92	0	0:00:11.309688
34	9	6	2.86	0	0:00:11.475359
35	2	6	3.13	0	0:00:11.454106
36	4	6	2.95	0	0:00:11.422052
37	1	6	3.06	0	0:00:11.362178
38	9	6	3.06	0	0:00:11.500351
39	5	6	2.97	0	0:00:11.404933
40	4	6	2.85	0	0:00:11.348328
41	6	6	2.67	1	0:00:11.471896
42	5	6	2.86	0	0:00:11.332560
43	6	6	3.01	1	0:00:11.354074
44	0	6	2.08	0	0:00:11.443328
45	9	6	2.97	0	0:00:11.307031
46	3	6	2.92	0	0:00:11.356529
47	9	6	2.97	0	0:00:11.413488
48	7	6	2.83	0	0:00:11.345725
49	6	6	2.82	1	0:00:11.391578
50	9	6	2.76	0	0:00:11.415337
51	8	6	2.95	0	0:00:11.339297
52	0	6	2.92	0	0:00:11.317947
53	3	6	3.01	0	0:00:11.266410
54	8	6	2.97	0	0:00:11.302742
55	8	6	2.9	0	0:00:11.403218
56	7	6	2.77	0	0:00:11.451037
57	7	6	2.56	0	0:00:11.366188
58	4	6	2.97	0	0:00:11.256434
59	6	6	2.78	1	0:00:11.305053
60	7	6	2.69	0	0:00:11.259359
61	3	6	2.92	0	0:00:11.381805
62	6	6	2.58	1	0:00:11.287925
63	3	6	2.69	0	0:00:11.404767
64	6	6	3.13	1	0:00:11.392678
65	2	6	2.86	0	0:00:11.366692
66	1	6	2.95	0	0:00:11.283000
67	2	6	2.79	0	0:00:11.409650
68	3	6	2.86	0	0:00:11.325831
69	7	6	2.68	0	0:00:11.231321
70	2	6	2.86	0	0:00:11.244377
71	6	6	2.88	1	0:00:11.225453
72	8	6	2.95	0	0:00:11.306288
73	8	6	3.13	0	0:00:11.315974
74	0	6	2.74	0	0:00:11.299778
75	2	6	2.55	0	0:00:11.276399
76	9	6	2.88	0	0:00:11.274739
77	3	6	3.13	0	0:00:11.373303
78	3	6	2.95	0	0:00:11.325729
79	8	6	2.5	0	0:00:11.177619
80	8	6	2.83	0	0:00:11.269056
81	1	6	2.97	0	0:00:11.339094
82	1	6	3.13	0	0:00:11.324215
83	7	6	2.67	0	0:00:11.267039
84	2	6	2.88	0	0:00:11.156885
85	5	6	2.61	0	0:00:11.125415
86	2	6	3.06	0	0:00:11.166000
87	7	6	2.88	0	0:00:11.176407
88	8	6	2.88	0	0:00:11.283376
89	9	6	3.01	0	0:00:11.283894
90	0	6	2.97	0	0:00:11.128356
91	3	6	2.85	0	0:00:11.029705
92	8	6	2.9	0	0:00:10.978083
93	6	6	2.74	1	0:00:11.058987
94	4	6	2.82	0	0:00:11.068464
95	6	6	3.13	1	0:00:11.151844
96	6	6	3.06	1	0:00:11.141109
97	0	6	3.13	0	0:00:11.169227
98	0	6	2.42	0	0:00:11.229363
99	7	6	2.9	0	0:00:11.264834
100	4	6	2.97	0	0:00:11.219140
101	5	6	3.01	0	0:00:11.161528
102	6	6	2.57	1	0:00:11.039361
103	3	6	2.61	0	0:00:11.190796
104	1	6	3.06	0	0:00:11.173432
105	1	6	2.7	0	0:00:11.439796
106	3	6	3.13	0	0:00:11.298419
107	6	6	3.06	1	0:00:11.123435
108	8	6	2.92	0	0:00:11.269611
109	7	6	2.7	0	0:00:11.175082
110	4	6	2.95	0	0:00:10.992482
111	0	6	2.85	0	0:00:11.010632
112	6	6	2.42	1	0:00:11.015994
113	2	6	3.01	0	0:00:11.005185
114	1	6	3.01	0	0:00:11.076080
115	3	6	2.83	0	0:00:11.078650
116	0	6	3.01	0	0:00:11.192483
117	4	6	2.79	0	0:00:11.141324
118	2	6	2.35	0	0:00:11.212080
119	7	6	3.01	0	0:00:11.079412
120	8	6	2.86	0	0:00:11.258085
121	3	6	2.59	0	0:00:11.327026
122	1	6	3.06	0	0:00:11.344955
123	2	6	2.64	0	0:00:11.289436
124	8	6	2.65	0	0:00:11.324816
125	0	6	2.97	0	0:00:11.364288
126	8	6	2.92	0	0:00:11.284029
127	3	6	2.92	0	0:00:11.338757
128	5	6	2.59	0	0:00:11.249206
129	2	6	3.01	0	0:00:11.272004
130	4	6	2.69	0	0:00:11.222333
131	1	6	3.01	0	0:00:11.212973
132	8	6	3.01	0	0:00:11.247714
133	9	6	3.01	0	0:00:11.248291
134	1	6	2.8	0	0:00:11.174905
135	2	6	2.97	0	0:00:11.290159
136	9	6	2.88	0	0:00:11.356547
137	7	6	2.95	0	0:00:11.160921
138	2	6	2.76	0	0:00:11.191799
139	9	6	3.01	0	0:00:11.212242
140	6	6	2.97	1	0:00:11.082371
141	5	6	3.06	0	0:00:11.097546
142	6	6	2.54	1	0:00:11.202388
143	3	6	3.13	0	0:00:11.304129
144	8	6	2.78	0	0:00:11.318290
145	7	6	2.82	0	0:00:11.246454
146	6	6	3.06	1	0:00:11.289476
147	2	6	2.55	0	0:00:11.141672
148	5	6	2.8	0	0:00:11.107065
149	2	6	2.9	0	0:00:11.139679
150	8	6	2.86	0	0:00:11.096688
151	9	6	2.67	0	0:00:11.127136
152	6	6	2.9	1	0:00:10.964274
153	0	6	2.86	0	0:00:11.029429
154	0	6	2.68	0	0:00:11.154870
155	5	6	2.86	0	0:00:11.122084
156	2	6	2.83	0	0:00:11.152333
157	9	6	2.95	0	0:00:11.145217
158	5	6	2.9	0	0:00:11.146918
159	4	6	2.63	0	0:00:11.134438
160	2	6	2.78	0	0:00:11.025689
161	1	6	2.9	0	0:00:11.125573
162	6	6	3.13	1	0:00:11.311074
163	6	6	2.6	1	0:00:11.314686
164	8	6	2.72	0	0:00:11.182099
165	4	6	2.65	0	0:00:11.281406
166	8	6	2.9	0	0:00:11.325218
167	4	6	3.01	0	0:00:11.190710
168	5	6	2.9	0	0:00:11.184093
169	0	6	2.65	0	0:00:11.190799
170	9	6	2.9	0	0:00:11.291335
