idx	label	predict	radius	correct	time
0	3	3	0.0637	1	0:00:10.764154
1	8	8	0.156	1	0:00:10.811912
2	8	8	0.0817	1	0:00:10.868878
3	0	0	0.0978	1	0:00:11.280066
4	6	6	0.156	1	0:00:11.293004
5	6	6	0.156	1	0:00:11.347080
6	1	1	0.13	1	0:00:11.253752
7	6	6	0.136	1	0:00:11.413652
8	3	6	0.0375	0	0:00:11.289208
9	1	1	0.102	1	0:00:11.588320
10	0	0	0.0731	1	0:00:11.451768
11	9	9	0.156	1	0:00:11.372289
12	5	6	0.0694	0	0:00:11.350583
13	7	7	0.0895	1	0:00:11.670485
14	9	9	0.156	1	0:00:11.463645
15	8	6	0.00816	0	0:00:11.527330
16	5	5	0.096	1	0:00:11.233341
17	7	7	0.0977	1	0:00:11.513860
18	8	8	0.156	1	0:00:11.675755
19	6	6	0.156	1	0:00:11.392044
20	7	7	0.136	1	0:00:11.458779
21	0	0	0.156	1	0:00:11.554644
22	4	-1	0.0	0	0:00:11.528794
23	9	9	0.156	1	0:00:11.472372
24	5	4	0.00877	0	0:00:11.416834
25	2	2	0.142	1	0:00:11.508989
26	4	6	0.00879	0	0:00:11.580555
27	0	0	0.0774	1	0:00:11.483896
28	9	9	0.0904	1	0:00:11.472602
29	6	6	0.156	1	0:00:11.493606
30	6	6	0.156	1	0:00:11.287782
31	5	5	0.0634	1	0:00:11.651462
32	4	4	0.146	1	0:00:11.502756
33	5	-1	0.0	0	0:00:11.548759
34	9	9	0.134	1	0:00:11.436768
35	2	8	0.027	0	0:00:11.565953
36	4	4	0.14	1	0:00:11.486985
37	1	9	0.0481	0	0:00:11.495958
38	9	9	0.156	1	0:00:11.453424
39	5	5	0.156	1	0:00:11.293739
40	4	4	0.156	1	0:00:11.466106
41	6	6	0.156	1	0:00:11.480843
42	5	3	0.0117	0	0:00:11.355806
43	6	6	0.156	1	0:00:11.441082
44	0	0	0.156	1	0:00:11.378276
45	9	9	0.156	1	0:00:11.401132
46	3	6	0.0271	0	0:00:11.393888
47	9	9	0.0191	1	0:00:11.247985
48	7	7	0.156	1	0:00:11.439433
49	6	6	0.11	1	0:00:11.342501
50	9	9	0.0932	1	0:00:11.368478
51	8	8	0.0236	1	0:00:11.361226
52	0	2	0.019	0	0:00:11.380236
53	3	6	0.065	0	0:00:11.355288
54	8	8	0.156	1	0:00:11.259597
55	8	8	0.0596	1	0:00:11.319049
56	7	-1	0.0	0	0:00:11.413815
57	7	4	0.00356	0	0:00:11.430225
58	4	6	0.00429	0	0:00:11.219471
59	6	6	0.118	1	0:00:11.400211
60	7	7	0.0864	1	0:00:11.312587
61	3	6	0.0434	0	0:00:11.394053
62	6	6	0.156	1	0:00:11.311426
63	3	3	0.111	1	0:00:11.281461
64	6	6	0.156	1	0:00:11.317755
65	2	2	0.0997	1	0:00:11.395324
66	1	1	0.0142	1	0:00:11.261383
67	2	2	0.156	1	0:00:11.371366
68	3	6	0.135	0	0:00:11.322093
69	7	7	0.132	1	0:00:11.288313
70	2	2	0.0179	1	0:00:11.359884
71	6	6	0.156	1	0:00:11.302266
72	8	8	0.156	1	0:00:11.325258
73	8	8	0.139	1	0:00:11.329755
74	0	6	0.0535	0	0:00:11.402574
75	2	2	0.156	1	0:00:11.270926
76	9	9	0.108	1	0:00:11.357395
77	3	3	0.0362	1	0:00:11.330060
78	3	6	0.127	0	0:00:11.378806
79	8	8	0.156	1	0:00:11.384964
80	8	8	0.156	1	0:00:11.286053
81	1	1	0.156	1	0:00:11.333361
82	1	1	0.156	1	0:00:11.318104
83	7	7	0.0743	1	0:00:11.403327
84	2	2	0.12	1	0:00:11.287046
85	5	-1	0.0	0	0:00:11.413512
86	2	2	0.044	1	0:00:11.330568
87	7	4	0.0236	0	0:00:11.370301
88	8	8	0.156	1	0:00:11.309833
89	9	9	0.156	1	0:00:11.323934
90	0	0	0.112	1	0:00:11.412769
91	3	6	0.0447	0	0:00:11.309094
92	8	8	0.156	1	0:00:11.393909
93	6	6	0.156	1	0:00:11.282112
94	4	4	0.0664	1	0:00:11.496276
95	6	6	0.156	1	0:00:11.275000
96	6	6	0.156	1	0:00:11.331007
97	0	6	0.0391	0	0:00:11.249425
98	0	0	0.156	1	0:00:11.410434
99	7	7	0.156	1	0:00:11.170093
100	4	4	0.156	1	0:00:11.338570
101	5	5	0.0697	1	0:00:11.313879
102	6	6	0.156	1	0:00:11.329180
103	3	6	0.0163	0	0:00:11.234250
104	1	1	0.156	1	0:00:11.246849
105	1	1	0.156	1	0:00:11.315496
106	3	6	0.0357	0	0:00:11.368714
107	6	6	0.156	1	0:00:11.365261
108	8	8	0.156	1	0:00:11.274873
109	7	7	0.12	1	0:00:11.339658
110	4	4	0.0682	1	0:00:11.320957
111	0	-1	0.0	0	0:00:11.371903
112	6	6	0.156	1	0:00:11.292874
113	2	-1	0.0	0	0:00:11.265726
114	1	1	0.156	1	0:00:11.404903
115	3	-1	0.0	0	0:00:11.381763
116	0	0	0.0193	1	0:00:11.343986
117	4	-1	0.0	0	0:00:11.346418
118	2	6	0.00856	0	0:00:11.300556
119	7	7	0.135	1	0:00:11.321558
120	8	8	0.0986	1	0:00:11.463273
121	3	3	0.000776	1	0:00:11.368169
122	1	1	0.121	1	0:00:11.395568
123	2	2	0.156	1	0:00:11.280260
124	8	8	0.153	1	0:00:11.438458
125	0	2	0.035	0	0:00:11.327939
126	8	8	0.0516	1	0:00:11.392169
127	3	6	0.105	0	0:00:11.393521
128	5	3	0.0592	0	0:00:11.315714
129	2	2	0.0706	1	0:00:11.424545
130	4	4	0.156	1	0:00:11.339018
131	1	1	0.156	1	0:00:11.311978
132	8	8	0.156	1	0:00:11.448641
133	9	9	0.156	1	0:00:11.427610
134	1	1	0.0879	1	0:00:11.215881
135	2	2	0.0908	1	0:00:11.427445
136	9	9	0.156	1	0:00:11.340782
137	7	7	0.156	1	0:00:11.388035
138	2	2	0.132	1	0:00:11.291102
139	9	9	0.0173	1	0:00:11.318828
140	6	6	0.146	1	0:00:11.376681
141	5	5	0.156	1	0:00:11.227695
142	6	6	0.156	1	0:00:11.321895
143	3	3	0.0352	1	0:00:11.394235
144	8	8	0.124	1	0:00:11.341396
145	7	6	0.0316	0	0:00:11.194717
146	6	6	0.156	1	0:00:11.347232
147	2	6	0.0997	0	0:00:11.396042
148	5	5	0.0342	1	0:00:11.359089
149	2	2	0.151	1	0:00:11.315527
150	8	8	0.0947	1	0:00:11.315289
151	9	9	0.0745	1	0:00:11.377725
152	6	6	0.156	1	0:00:11.110646
153	0	0	0.116	1	0:00:11.444563
154	0	0	0.0814	1	0:00:11.319160
155	5	6	0.0449	0	0:00:11.333783
156	2	6	0.0167	0	0:00:11.222259
157	9	9	0.156	1	0:00:11.383737
158	5	3	0.0426	0	0:00:11.318604
159	4	4	0.156	1	0:00:11.265709
160	2	2	0.03	1	0:00:11.362395
161	1	1	0.156	1	0:00:11.377103
162	6	6	0.151	1	0:00:11.268567
163	6	6	0.156	1	0:00:11.423619
164	8	8	0.146	1	0:00:11.303546
165	4	4	0.0784	1	0:00:11.244328
166	8	8	0.142	1	0:00:11.429057
167	4	6	0.00825	0	0:00:11.165617
168	5	5	0.156	1	0:00:11.298863
169	0	8	0.117	0	0:00:11.308035
170	9	9	0.156	1	0:00:11.295000
171	9	8	0.00598	0	0:00:11.277348
172	9	9	0.139	1	0:00:11.341943
173	8	8	0.146	1	0:00:11.176588
174	9	9	0.156	1	0:00:11.214634
175	9	9	0.156	1	0:00:11.364878
176	3	3	0.0592	1	0:00:11.278032
177	7	7	0.153	1	0:00:11.259351
178	5	2	0.0429	0	0:00:11.337792
179	0	0	0.139	1	0:00:11.216761
180	0	6	0.00913	0	0:00:11.316965
181	5	5	0.137	1	0:00:11.234732
182	2	2	0.156	1	0:00:11.360087
183	2	6	0.0538	0	0:00:11.205043
184	3	3	0.0511	1	0:00:11.274837
185	8	8	0.156	1	0:00:11.328535
186	6	6	0.156	1	0:00:11.288219
187	3	6	0.0106	0	0:00:11.316062
188	4	4	0.0327	1	0:00:11.324594
189	0	0	0.0445	1	0:00:11.304262
190	5	5	0.156	1	0:00:11.301044
191	8	8	0.153	1	0:00:11.303221
192	0	4	0.0424	0	0:00:11.402974
193	1	1	0.156	1	0:00:11.304629
194	7	7	0.156	1	0:00:11.270569
195	2	2	0.0368	1	0:00:11.410669
196	8	8	0.156	1	0:00:11.374380
197	8	8	0.0452	1	0:00:11.269907
198	7	7	0.00488	1	0:00:11.428926
199	8	8	0.153	1	0:00:11.149031
200	5	6	0.00359	0	0:00:11.477396
201	1	9	0.023	0	0:00:11.346968
202	8	8	0.156	1	0:00:11.341407
203	7	-1	0.0	0	0:00:11.268215
204	1	1	0.071	1	0:00:11.313213
205	3	-1	0.0	0	0:00:11.293573
206	0	0	0.0896	1	0:00:11.303627
207	5	5	0.0451	1	0:00:11.352275
208	7	7	0.156	1	0:00:11.282750
209	9	9	0.156	1	0:00:11.282777
210	7	6	0.0063	0	0:00:11.282236
211	4	0	0.0411	0	0:00:11.377375
212	5	5	0.156	1	0:00:11.143216
213	9	8	0.014	0	0:00:11.355728
214	8	8	0.118	1	0:00:11.388578
215	0	0	0.149	1	0:00:11.207756
216	7	7	0.156	1	0:00:11.415650
217	9	9	0.113	1	0:00:11.267967
218	8	8	0.115	1	0:00:11.337997
219	2	2	0.147	1	0:00:11.303984
220	7	7	0.0461	1	0:00:11.358808
221	6	6	0.156	1	0:00:11.362216
